,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT,YEAR
13979,09,Ancillary FFS,NEUROLOGICAL,W,2005,2018
13980,09,Ancillary FFS,NON EMERGENCY TRANSFU,S,13214,2018
13981,09,Ancillary FFS,NOTPROVIDED,B,9041,2018
13982,09,Ancillary FFS,NUCLEAR MEDICAL,F,2029,2018
13983,09,Ancillary FFS,NURSE PRACTICE,CA,1003,2018
13984,09,Ancillary FFS,NURSE PRACTICE,UN,621,2018
13985,09,Ancillary FFS,NURSE PRACTICE,H,4454,2018
13986,09,Ancillary FFS,OBSTETRICS GYNECOLOGIC,W,215,2018
13987,09,Ancillary FFS,OBSTETRICS GYNECOLOGIC,UN,-600,2018
13988,09,Ancillary FFS,OCCUPATIONAL THERAPEUTIC,CA,0,2018
13989,09,Ancillary FFS,OCCUPATIONAL THERAPEUTIC,UN,0,2018
13990,09,Ancillary FFS,HEMATOLOGY ONCOLOGIC,B,0,2018
13991,09,Ancillary FFS,HEMATOLOGY ONCOLOGIC,CA,565,2018
13992,09,Ancillary FFS,HEMATOLOGY ONCOLOGIC,CO,154,2018
13993,09,Ancillary FFS,HEMATOLOGY ONCOLOGIC,F,833,2018
13994,09,Ancillary FFS,HEMATOLOGY ONCOLOGIC,UN,-149332,2018
13995,09,Ancillary FFS,OPHTHALMOLOGY,B,0,2018
13996,09,Ancillary FFS,OPTHALMOLOGY,UN,-466,2018
13997,09,Ancillary FFS,OPTOMETRIST,UN,266,2018
13998,09,Ancillary FFS,ORTHOPAEDIC SURGEON,CA,305,2018
13999,09,Ancillary FFS,ORTHOPAEDIC SURGEON,B,0,2018
14000,09,Ancillary FFS,ORTHOPAEDIC SURGEON,CA,7271,2018
14001,09,Ancillary FFS,ORTHOPAEDIC SURGEON,F,6961,2018
14002,09,Ancillary FFS,ORTHOPAEDIC SURGEON,O,3131,2018
14003,09,Ancillary FFS,ORTHOPAEDIC SURGEON,UN,0,2018
14004,09,Ancillary FFS,ORTHOPAEDIC SURGEON,W,0,2018
14005,09,Ancillary FFS,ORTHOPAEDIC SURGEON,F,422,2018
14006,09,Ancillary FFS,ORTHOPAEDIC,CA,26559,2018
14007,09,Ancillary FFS,ORTHOPAEDIC,CO,7417,2018
14008,09,Ancillary FFS,ORTHOPAEDIC,W,3441,2018
14009,09,Ancillary FFS,OSTEOMANIPULATIVE,H,3812,2018
14010,09,Ancillary FFS,OTHER,CA,763,2018
14011,09,Ancillary FFS,OTHER,UN,324,2018
14012,09,Ancillary FFS,OTHERS,F,446,2018
14013,09,Ancillary FFS,OTHERS,O,121,2018
14014,09,Ancillary FFS,OTHERS,F,81179,2018
14015,09,Ancillary FFS,OUT OF COUNTRY PROVIDER,F,60664,2018
14016,09,Ancillary FFS,OUT OF COUNTRY PROVIDER,O,25159,2018
14017,09,Ancillary FFS,PAIN MANAGEMENT,B,0,2018
14018,09,Ancillary FFS,PAIN MANAGEMENT,CA,0,2018
14019,09,Ancillary FFS,PAIN MANAGEMENT,F,5685,2018
14020,09,Ancillary FFS,PAIN MANAGEMENT,UN,-303,2018
14021,09,Ancillary FFS,PAIN MANAGEMENT,W,6003,2018
14022,09,Ancillary FFS,PATHOLOG,CA,41117,2018
14023,09,Ancillary FFS,PATHOLOG,CO,11374,2018
14024,09,Ancillary FFS,PATHOLOG,F,25578,2018
14025,09,Ancillary FFS,PATHOLOG,O,8258,2018
14026,09,Ancillary FFS,PATHOLOG,UN,11643,2018
14027,09,Ancillary FFS,PEDIATRIC,F,3170,2018
14028,09,Ancillary FFS,PERSONAL EMERGENCY RESPONSE SYSTEM,S,53,2018
14029,09,Ancillary FFS,PHARMACIES,F,10173,2018
14030,09,Ancillary FFS,PHARMACIES,B,14959,2018
14031,09,Ancillary FFS,PHARMACIES,CO,138,2018
14032,09,Ancillary FFS,PHYS MEDICAL REHAB,F,3728,2018
14033,09,Ancillary FFS,PHYSICAL MEDICAL REHABILITATION,W,2159,2018
14034,09,Ancillary FFS,PHYSICAL THERAPEUTIC,H,1148,2018
14035,09,Ancillary FFS,PHYSICAL THERAPEUTIC,CA,1077,2018
14036,09,Ancillary FFS,PHYSICAL THERAPEUTIC,UN,296,2018
14037,09,Ancillary FFS,PHYSICAL ASSISTANT,H,1651,2018
14038,09,Ancillary FFS,PHYSICAL ASSISTANT,S,417,2018
14039,09,Ancillary FFS,PHYSICAL ASSISTANT,UN,0,2018
14040,09,Ancillary FFS,PHYSIO LAB,W,5172,2018
14041,09,Ancillary FFS,PODIATRIST,H,4285,2018
14042,09,Ancillary FFS,PODIATRIST,B,140,2018
14043,09,Ancillary FFS,PODIATRIST,CA,1798,2018
14044,09,Ancillary FFS,PODIATRIST,CO,1394,2018
14045,09,Ancillary FFS,PODIATRIST,F,3272,2018
14046,09,Ancillary FFS,PODIATRIST,O,1186,2018
14047,09,Ancillary FFS,PODIATRIST,UN,203,2018
14048,09,Ancillary FFS,PODIATRIST,W,794,2018
14049,09,Ancillary FFS,OTHER SPECIALITY,O,56,2018
14050,09,Ancillary FFS,OTHER SPECIALITY,S,1031,2018
14051,09,Ancillary FFS,PREVENTIVE MEDICAL,F,1910,2018
14052,09,Ancillary FFS,PREVENTIVE MEDICAL,O,506,2018
14053,09,Ancillary FFS,ORTHOPAEDIC,F,212335,2018
14054,09,Ancillary FFS,ORTHOPAEDIC,O,27392,2018
14055,09,Ancillary FFS,PSYCA,W,256,2018
14056,09,Ancillary FFS,HOSPICE,W,48069,2018
14057,09,Ancillary FFS,PSYCHIATRIC,W,11985,2018
14058,09,Ancillary FFS,PSYCHIATRIC,UN,0,2018
14059,09,Ancillary FFS,PSYCHIATRIC,W,158,2018
14060,09,Ancillary FFS,PUBL,CO,123,2018
14061,09,Ancillary FFS,PULMONARY DISEASE,F,5564,2018
14062,09,Ancillary FFS,PULMONARY DISEASE,CA,1130,2018
14063,09,Ancillary FFS,PULMONARY DISEASE,W,795,2018
14064,09,Ancillary FFS,PULMONARY DISEASE,UN,0,2018
14065,09,Ancillary FFS,ONCOLOGIC,F,17214,2018
14066,09,Ancillary FFS,ONCOLOGIC,O,1556,2018
14067,09,Ancillary FFS,RADIOL,W,205,2018
14068,09,Ancillary FFS,RADIOLOGY,B,0,2018
14069,09,Ancillary FFS,RADIOLOGY,CA,1046,2018
14070,09,Ancillary FFS,RADIOLOGY,CO,273,2018
14071,09,Ancillary FFS,RADIOLOGY,F,13036,2018
14072,09,Ancillary FFS,RADIOLOGY,O,1602,2018
14073,09,Ancillary FFS,RADIOLOGY,UN,85,2018
14074,09,Ancillary FFS,RADIOLOGY,W,8107,2018
14075,09,Ancillary FFS,RADIOLOGY,UN,0,2018
14076,09,Ancillary FFS,RADIOLOGY IMAGING PROVIDER,F,3156,2018
14077,09,Ancillary FFS,RADIOLOGY IMAGING PROVIDER,O,260,2018
14078,09,Ancillary FFS,RADIOLOGY,UN,-159,2018
14079,09,Ancillary FFS,REHABILITATION FACILITY,B,2434,2018
14080,09,Ancillary FFS,REHABILITATION FACILITY,W,1028,2018
14081,09,Ancillary FFS,HOSPICE,B,1181,2018
14082,09,Ancillary FFS,RENAL DIALYSIS FACILITY,F,1791014,2018
14083,09,Ancillary FFS,RENAL DIALYSIS FACILITY,O,298749,2018
14084,09,Ancillary FFS,RESTPY,W,1978,2018
14085,09,Ancillary FFS,RHEUMATOLOGY,UN,0,2018
14086,09,Ancillary FFS,SKILLED NURSING FAC,H,2704,2018
14087,09,Ancillary FFS,SKILLED NURSING FACILITY,CA,14030,2018
14088,09,Ancillary FFS,SKILLED NURSING FACILITY,W,196970,2018
14089,09,Ancillary FFS,SLEEP CENTER,CA,11359,2018
14090,09,Ancillary FFS,SLEEP CENTER,CO,1405,2018
14091,09,Ancillary FFS,SLEEP CENTER,W,4529,2018
14092,09,Ancillary FFS,SLEEP DIAGNOSTIC FACILITY,F,31326,2018
14093,09,Ancillary FFS,SLEEP DIAGNOSTIC FACILITY,O,3299,2018
14094,09,Ancillary FFS,SLEEP MEDICAL,S,2281,2018
14095,09,Ancillary FFS,SOCIAL WORKER,UN,0,2018
14096,09,Ancillary FFS,SPC FCLY CA HOSPICE,F,92103,2018
14097,09,Ancillary FFS,SPC FCLY CA HOSPICE,O,17674,2018
14098,09,Ancillary FFS,SPECIAL SERVICE,H,108441,2018
14099,09,Ancillary FFS,SUBST,W,35865,2018
14100,09,Ancillary FFS,OTHER SPECIALITY,B,0,2018
14101,09,Ancillary FFS,PLASTIC SURGEON,UN,0,2018
14102,09,Ancillary FFS,ONCOLOGIC,CO,2477,2018
14103,09,Ancillary FFS,OTHER SPECIALITY,W,104,2018
14104,09,Ancillary FFS,URGENT CARE CENTER,B,1272,2018
14105,09,Ancillary FFS,URGENT CARE CENTER,CA,38659,2018
14106,09,Ancillary FFS,URGENT CARE CENTER,F,1054,2018
14107,09,Ancillary FFS,URGENT CARE CENTER,O,789,2018
14108,09,Ancillary FFS,URGENT CARE CENTER,S,876,2018
14109,09,Ancillary FFS,URGENT CARE CENTER,W,6999,2018
14110,09,Ancillary FFS,URGENT CARE FACILITY,UN,9286,2018
14111,09,Ancillary FFS,UROLOGY,UN,0,2018
14112,09,Ancillary FFS,VASCULAR SURGEON,F,6476,2018
14113,09,Ancillary FFS,VISION,F,272129,2018
14114,09,Ancillary FFS,VISION,O,44932,2018
14115,09,Ancillary FFS,WOUND CARE SPECIAL,F,13989,2018
14116,09,Ancillary FFS,WOUND CARE SPECIAL,O,38840,2018
14117,09,Ancillary FFS,WOUNDCARE,CA,35959,2018
14118,09,ASC Services,SURGICAL CENTER,CO,93226,2018
14119,09,ASC Services,AMBULANCE SURGEON CENTER,B,16467,2018
14120,09,ASC Services,AMBULANCE SURGICAL CENTER,CA,355380,2018
14121,09,ASC Services,AMBULANCE SURGICAL CENTER,F,202211,2018
14122,09,ASC Services,AMBULANCE SURGICAL CENTER,O,57768,2018
14123,09,ASC Services,AMBULANCE SURGICAL CENTER,S,29311,2018
14124,09,ASC Services,AMBULANCE SURGICAL CENTER,W,232396,2018
14125,09,ASC Services,AMBULANCE SURGICAL CENTERS,UN,64237,2018
14126,09,ASC Services,ANESTHESIA,H,19016,2018
14127,09,ASC Services,ANESTHESIA,CA,48043,2018
14128,09,ASC Services,ANESTHESIA,CO,9502,2018
14129,09,ASC Services,ANESTHESIA,F,141621,2018
14130,09,ASC Services,ANESTHESIA,O,60286,2018
14131,09,ASC Services,ANESTHESIA,S,3789,2018
14132,09,ASC Services,ANESTHESIA,UN,11336,2018
14133,09,ASC Services,ANESTHESIA,W,23722,2018
14134,09,ASC Services,ASC,F,613300,2018
14135,09,ASC Services,ASC,O,207375,2018
14136,09,ASC Services,CARDIAC,CA,1996,2018
14137,09,ASC Services,CERTIFICATION REGISTERED NURSE ANESTHESIA,B,2819,2018
14138,09,ASC Services,CLINIC,F,1543,2018
14139,09,ASC Services,COLON RECTAL SURGEON,W,6077,2018
14140,09,ASC Services,DENTIST,H,1377,2018
14141,09,ASC Services,DURABLE MEDICAL EQUIPMENT,CA,0,2018
14142,09,ASC Services,DURABLE MEDICAL EQUIPMENT,S,3278,2018
14143,09,ASC Services,ENT,CA,1026,2018
14144,09,ASC Services,ENT,F,1317,2018
14145,09,ASC Services,ENT,W,1753,2018
14146,09,ASC Services,GASTROENTEROLOGY,B,3208,2018
14147,09,ASC Services,GASTROENTEROLOGY,CA,53970,2018
14148,09,ASC Services,GASTROENTEROLOGY,CO,15648,2018
14149,09,ASC Services,GASTROENTEROLOGY,F,213576,2018
14150,09,ASC Services,GASTROENTEROLOGY,O,57182,2018
14151,09,ASC Services,GASTROENTEROLOGY,S,3516,2018
14152,09,ASC Services,GASTROENTEROLOGY,UN,6062,2018
14153,09,ASC Services,GASTROENTEROLOGY,W,44071,2018
14154,09,ASC Services,GENERAL SURGEON,F,8263,2018
14155,09,ASC Services,GENERAL SURGEON,O,4593,2018
14156,09,ASC Services,GENERAL SURGEON,W,5201,2018
14157,09,ASC Services,OBSTETRICS GYNECOLOGIC,F,3863,2018
14158,09,ASC Services,HAND SURGEON,F,33383,2018
14159,09,ASC Services,INDEPENDENT LAB,F,73022,2018
14160,09,ASC Services,INDEPENDENT LAB,O,3425,2018
14161,09,ASC Services,INTERNAL MEDICAL,F,1857,2018
14162,09,ASC Services,LABORATORY,W,0,2018
14163,09,ASC Services,MEDICAL DOCTOR,H,135249,2018
14164,09,ASC Services,NEUROLOGICAL,B,488,2018
14165,09,ASC Services,NEUROLOGICAL,CA,1788,2018
14166,09,ASC Services,NEUROLOGICAL,W,813,2018
14167,09,ASC Services,NEUROLOGICAL,F,574,2018
14168,09,ASC Services,ANESTHESIA,H,3558,2018
14169,09,ASC Services,CERTIFICATION REGISTERED NURSE ANESTHESIA,S,834,2018
14170,09,ASC Services,ADULT HEALTH,S,751,2018
14171,09,ASC Services,OPHTHALMOLOGY,CA,63151,2018
14172,09,ASC Services,OPHTHALMOLOGY,B,5684,2018
14173,09,ASC Services,OPTHALMOLOGY,UN,22677,2018
14174,09,ASC Services,OPTOMETRIST,CA,12965,2018
14175,09,ASC Services,ORTHOPAEDIC SURGEON,F,93687,2018
14176,09,ASC Services,ORTHOPAEDIC SURGEON,O,8634,2018
14177,09,ASC Services,ORTHOPAEDIC SURGEON,UN,9707,2018
14178,09,ASC Services,ORTHOPAEDIC SURGEON,W,3468,2018
14179,09,ASC Services,PAIN MANAGEMENT,CA,12312,2018
14180,09,ASC Services,PAIN MANAGEMENT,F,8370,2018
14181,09,ASC Services,PAIN MANAGEMENT,O,3685,2018
14182,09,ASC Services,PAIN MANAGEMENT,UN,1602,2018
14183,09,ASC Services,PAIN MANAGEMENT,W,8540,2018
14184,09,ASC Services,PATHOLOG,B,422,2018
14185,09,ASC Services,PATHOLOG,CO,1590,2018
14186,09,ASC Services,PATHOLOG,F,7736,2018
14187,09,ASC Services,PATHOLOG,O,2800,2018
14188,09,ASC Services,PEDANE,W,196,2018
14189,09,ASC Services,PHYS MEDICAL REHAB,F,18928,2018
14190,09,ASC Services,PHYS MEDICAL REHAB,O,5251,2018
14191,09,ASC Services,PHYSICAL MEDICAL REHAB,CO,4333,2018
14192,09,ASC Services,PHYSICAL MEDICAL REHABILITATION,S,355,2018
14193,09,ASC Services,PHYSICAL ASSISTANT,UN,748,2018
14194,09,ASC Services,PLASTIC SURGEON,CO,1781,2018
14195,09,ASC Services,PLASTIC SURGEON,F,10385,2018
14196,09,ASC Services,PODIATRIST,CA,0,2018
14197,09,ASC Services,NEUROLOGICAL,S,4870,2018
14198,09,ASC Services,ONCOLOGIC,F,1788,2018
14199,09,ASC Services,RADIOLOGY,S,488,2018
14200,09,ASC Services,OTHER SPECIALITY,S,4903,2018
14201,09,ASC Services,SPTMED,W,812,2018
14202,09,ASC Services,AMBULANCE SURGICAL CENTER,H,158843,2018
14203,09,ASC Services,UROLOGY,CA,5640,2018
14204,09,ASC Services,UROLOGY,F,16197,2018
14205,09,ASC Services,UROLOGY,O,4042,2018
14206,09,ASC Services,UROLOGY,UN,1065,2018
14207,09,ASC Services,UROLOGY,W,1840,2018
14208,09,ASC Services,VISION,F,29463,2018
14209,09,ER Services,UNKNOWN,F,1239,2018
14210,09,ER Services,HOSPICE ACUTE CARE,B,8407,2018
14211,09,ER Services,OTHER SPECIALITY,W,246,2018
14212,09,ER Services,ADVANCED RN PRACT,CA,544,2018
14213,09,ER Services,ANATOM,W,0,2018
14214,09,ER Services,ARNP,CA,18793,2018
14215,09,ER Services,CARDIAC,O,47,2018
14216,09,ER Services,CARDIAC,W,1298,2018
14217,09,ER Services,CARDIAC,CA,1339,2018
14218,09,ER Services,CARDIAC,CO,82,2018
14219,09,ER Services,CARDIAC,F,7092,2018
14220,09,ER Services,CARDIAC,O,981,2018
14221,09,ER Services,CARDIAC,UN,47,2018
14222,09,ER Services,CARDIAC,W,702,2018
14223,09,ER Services,CARDIAC,B,77,2018
14224,09,ER Services,CARDIAC,S,62,2018
14225,09,ER Services,CARDIAC,CA,650,2018
14226,09,ER Services,CARDIAC,CO,2316,2018
14227,09,ER Services,CLINIC,CA,542,2018
14228,09,ER Services,CLINIC,CO,624,2018
14229,09,ER Services,CRITICAL ACCESS,W,830,2018
14230,09,ER Services,CRITICAL CARE,F,3023,2018
14231,09,ER Services,DERMAPATHOLOGY,F,294,2018
14232,09,ER Services,DIAG X RAY CLINIC,H,895,2018
14233,09,ER Services,RADIOLOGY,CA,4163,2018
14234,09,ER Services,RADIOLOGY,CO,2265,2018
14235,09,ER Services,ELECTROPHY STUDY,CA,0,2018
14236,09,ER Services,EMERGENCY MEDICAL,CO,52075,2018
14237,09,ER Services,EMERGENCY MEDICAL,F,1231412,2018
14238,09,ER Services,EMERGENCY MEDICAL,O,163360,2018
14239,09,ER Services,EMERGENCY MEDICAL,S,28887,2018
14240,09,ER Services,EMERGENCY MEDICAL,UN,20017,2018
14241,09,ER Services,GENERAL PRACTICE,B,24925,2018
14242,09,ER Services,EMERGENCY ROOM,CA,228969,2018
14243,09,ER Services,EMERGENCY ROOM,W,106211,2018
14244,09,ER Services,FAMILY PRACTICE,CA,2341,2018
14245,09,ER Services,FAMILY PRACTICE,B,1054,2018
14246,09,ER Services,FAMILY PRACTICE,CA,7608,2018
14247,09,ER Services,FAMILY PRACTICE,F,71700,2018
14248,09,ER Services,FAMILY PRACTICE,O,22889,2018
14249,09,ER Services,FAMILY PRACTICE,S,3857,2018
14250,09,ER Services,FAMILY PRACTICE,W,17265,2018
14251,09,ER Services,GASTROENTEROLOGY,CA,819,2018
14252,09,ER Services,GASTROENTEROLOGY,F,1075,2018
14253,09,ER Services,GASTROENTEROLOGY,O,524,2018
14254,09,ER Services,GASTROENTEROLOGY,W,3640,2018
14255,09,ER Services,GENERAL PRACTICE,B,1237,2018
14256,09,ER Services,GENERAL PRACTICE,CA,3467,2018
14257,09,ER Services,GENERAL PRACTICE,W,11768,2018
14258,09,ER Services,GENERAL SURGEON,F,4592,2018
14259,09,ER Services,GENERAL SURGEON,O,1924,2018
14260,09,ER Services,GENERAL SURGEON,W,2732,2018
14261,09,ER Services,GERIATRIC,W,942,2018
14262,09,ER Services,HOSPICE,CA,764810,2018
14263,09,ER Services,HOSPICE,CO,270031,2018
14264,09,ER Services,HOSPICE,H,747771,2018
14265,09,ER Services,HOSPICE,UN,43649,2018
14266,09,ER Services,HOSPICE,W,74337,2018
14267,09,ER Services,HOSPICE ACUTE CARE,B,56593,2018
14268,09,ER Services,HOSPICE,F,2365,2018
14269,09,ER Services,HOSPICE,O,725,2018
14270,09,ER Services,HOSPICE,S,1343,2018
14271,09,ER Services,HYPBA,W,876,2018
14272,09,ER Services,INTERNAL MEDICAL,B,2021,2018
14273,09,ER Services,INTERNAL MEDICAL,CA,13914,2018
14274,09,ER Services,INTERNAL MEDICAL,F,124828,2018
14275,09,ER Services,INTERNAL MEDICAL,O,55002,2018
14276,09,ER Services,INTERNAL MEDICAL,S,1567,2018
14277,09,ER Services,INTERNAL MEDICAL,W,4370,2018
14278,09,ER Services,CARDIAC,CA,0,2018
14279,09,ER Services,CARDIAC,F,657,2018
14280,09,ER Services,CARDIAC,O,595,2018
14281,09,ER Services,RADIOLOGY,CA,308,2018
14282,09,ER Services,RADIOLOGY,F,8197,2018
14283,09,ER Services,RADIOLOGY,O,652,2018
14284,09,ER Services,LABORATORY,CA,625,2018
14285,09,ER Services,LABORATORY,W,0,2018
14286,09,ER Services,MEDICAL DOCTOR,H,189745,2018
14287,09,ER Services,MEDICAL SUPPLIER DME,F,463,2018
14288,09,ER Services,NEPHROLOGY,F,883,2018
14289,09,ER Services,NEUROLOGICAL,F,622,2018
14290,09,ER Services,NEUROLOGICAL,O,595,2018
14291,09,ER Services,NEUROLOGICAL,S,0,2018
14292,09,ER Services,NEUROLOGICAL,W,442,2018
14293,09,ER Services,NEUROLOGICAL,F,148,2018
14294,09,ER Services,NEUROLOGICAL,F,465,2018
14295,09,ER Services,NUCLEAR MEDICAL,F,56,2018
14296,09,ER Services,NURSE PRACTICE,CA,6085,2018
14297,09,ER Services,NURSE PRACTICE,H,10582,2018
14298,09,ER Services,OBSTETRICS GYNECOLOGIC,CA,494,2018
14299,09,ER Services,OBSTETRICS GYNECOLOGIC,F,492,2018
14300,09,ER Services,HEMATOLOGY ONCOLOGIC,F,182,2018
14301,09,ER Services,OPHTHALMOLOGY,W,0,2018
14302,09,ER Services,ORTHOPAEDIC SURGEON,W,342,2018
14303,09,ER Services,OSTEOMANIPULATIVE,H,3047,2018
14304,09,ER Services,OTHER,UN,221,2018
14305,09,ER Services,OUT,F,5324290,2018
14306,09,ER Services,OUT,O,1090682,2018
14307,09,ER Services,PATHOLOG,CA,595,2018
14308,09,ER Services,PATHOLOG,F,814,2018
14309,09,ER Services,PATHOLOG,O,405,2018
14310,09,ER Services,PATHOLOG,UN,0,2018
14311,09,ER Services,PATHOLOG,W,134,2018
14312,09,ER Services,CARDIAC,F,256,2018
14313,09,ER Services,PEDIATRIC,F,44,2018
14314,09,ER Services,PEDIATRIC,W,1336,2018
14315,09,ER Services,PHYSICAL ASSISTANT,H,4241,2018
14316,09,ER Services,PHYSICAL ASSISTANT,S,1516,2018
14317,09,ER Services,PHYSICAL ASSISTANT,UN,702,2018
14318,09,ER Services,PHYSICAL ASSISTANT,CA,15495,2018
14319,09,ER Services,PULMONARY DISEASE,F,1697,2018
14320,09,ER Services,PULMONARY DISEASE,CA,637,2018
14321,09,ER Services,ONCOLOGIC,F,317,2018
14322,09,ER Services,RADIOL,W,1586,2018
14323,09,ER Services,RADIOLOGY,B,8340,2018
14324,09,ER Services,RADIOLOGY,CA,63036,2018
14325,09,ER Services,RADIOLOGY,CO,4069,2018
14326,09,ER Services,RADIOLOGY,F,153203,2018
14327,09,ER Services,RADIOLOGY,O,51820,2018
14328,09,ER Services,RADIOLOGY,S,563,2018
14329,09,ER Services,RADIOLOGY,UN,4278,2018
14330,09,ER Services,RADIOLOGY,W,62315,2018
14331,09,ER Services,RADIOLOGY,UN,1243,2018
14332,09,ER Services,DIAGNOSTIC RADIOLOGY,S,16571,2018
14333,09,ER Services,RHEUMATOLOGY,F,618,2018
14334,09,ER Services,URGENT CARE MEDICAL,F,742,2018
14335,09,ER Services,URGENT CARE MEDICAL,O,1573,2018
14336,09,ER Services,UROLOGY,B,2772,2018
14337,09,ER Services,UROLOGY,CA,142,2018
14338,09,ER Services,UROLOGY,F,438,2018
14339,09,ER Services,INTERNAL RADIOLOGY,F,565,2018
14340,09,ER Services,VASCULAR SURGEON,F,88,2018
14341,09,ER Services,VASCULAR SURGEON,O,199,2018
14342,09,Inpatient Services,UNKNOWN,F,13039,2018
14343,09,Inpatient Services,NURSE PRACTICE,B,509,2018
14344,09,Inpatient Services,ADVANCED RN PRACT,CA,9504,2018
14345,09,Inpatient Services,ALLERGY IMMUNIZATION,F,2227,2018
14346,09,Inpatient Services,ANATOMIC AND CLINICAL PATHOLOG,F,664,2018
14347,09,Inpatient Services,ANATOMIC AND CLINICAL PATHOLOG,O,2248,2018
14348,09,Inpatient Services,ANES ASSIST,CA,1159,2018
14349,09,Inpatient Services,ANESTHESIA,H,29037,2018
14350,09,Inpatient Services,ANESTHESIA,B,12923,2018
14351,09,Inpatient Services,ANESTHESIA,CA,111464,2018
14352,09,Inpatient Services,ANESTHESIA,CO,32277,2018
14353,09,Inpatient Services,ANESTHESIA,F,492812,2018
14354,09,Inpatient Services,ANESTHESIA,O,108215,2018
14355,09,Inpatient Services,ANESTHESIA,S,11006,2018
14356,09,Inpatient Services,ANESTHESIA,UN,8083,2018
14357,09,Inpatient Services,ANESTHESIA,W,30620,2018
14358,09,Inpatient Services,ARNP,CA,18831,2018
14359,09,Inpatient Services,CARD ELECTROPHY,CA,2126,2018
14360,09,Inpatient Services,CARDIAC,F,42009,2018
14361,09,Inpatient Services,CARDIAC,O,4455,2018
14362,09,Inpatient Services,CARDIAC,S,1544,2018
14363,09,Inpatient Services,CARDIAC,W,867,2018
14364,09,Inpatient Services,CARDIAC,CA,113701,2018
14365,09,Inpatient Services,CARDIAC,CO,910,2018
14366,09,Inpatient Services,CARDIAC,F,423860,2018
14367,09,Inpatient Services,CARDIAC,O,189583,2018
14368,09,Inpatient Services,CARDIAC,UN,34303,2018
14369,09,Inpatient Services,CARDIAC,W,39431,2018
14370,09,Inpatient Services,CARDIAC,B,5066,2018
14371,09,Inpatient Services,CARDIAC,CA,5646,2018
14372,09,Inpatient Services,CARDIAC,F,216491,2018
14373,09,Inpatient Services,CARDIAC,O,30817,2018
14374,09,Inpatient Services,CARDIAC,S,27257,2018
14375,09,Inpatient Services,CARDIAC,CA,83668,2018
14376,09,Inpatient Services,CARDIAC,CO,21772,2018
14377,09,Inpatient Services,CERTIFICATION REGISTERED NURSE ANESTHESIA,B,2736,2018
14378,09,Inpatient Services,CLINIC,CO,1098,2018
14379,09,Inpatient Services,OTHER SPECIALITY,CO,7457,2018
14380,09,Inpatient Services,COLON RECTAL SURGEON,W,705,2018
14381,09,Inpatient Services,COLORECTAL SURGEON,F,16195,2018
14382,09,Inpatient Services,COLORECTAL SURGEON,O,4654,2018
14383,09,Inpatient Services,COVERING PHYSICAL,CA,553,2018
14384,09,Inpatient Services,CRITICAL CARE,CA,19593,2018
14385,09,Inpatient Services,CRITICAL CARE,F,51797,2018
14386,09,Inpatient Services,CRITICAL CARE,O,27497,2018
14387,09,Inpatient Services,CRITICAL CARE,W,20108,2018
14388,09,Inpatient Services,CRITICAL CARE,S,3069,2018
14389,09,Inpatient Services,CRITICAL CARE,UN,8117,2018
14390,09,Inpatient Services,SURGEON,H,47,2018
14391,09,Inpatient Services,DERMAPATHOLOGY,F,87,2018
14392,09,Inpatient Services,DIAG X RAY CLINIC,H,4632,2018
14393,09,Inpatient Services,RADIOLOGY,CA,14600,2018
14394,09,Inpatient Services,RADIOLOGY,CO,4062,2018
14395,09,Inpatient Services,RADIOLOGY,O,39,2018
14396,09,Inpatient Services,DOCTOR OF PSYCHIATRIC,UN,0,2018
14397,09,Inpatient Services,ELECTROPHY STUDY,CA,22127,2018
14398,09,Inpatient Services,EMERGENCY MEDICAL,CO,9263,2018
14399,09,Inpatient Services,EMERGENCY MEDICAL,F,14064,2018
14400,09,Inpatient Services,EMERGENCY MEDICAL,S,423,2018
14401,09,Inpatient Services,EMERGENCY MEDICAL,UN,3816,2018
14402,09,Inpatient Services,EMERGENCY MEDICAL,S,2721010,2018
14403,09,Inpatient Services,EMERGENCY ROOM,CA,3110,2018
14404,09,Inpatient Services,EMERGENCY ROOM,W,1606,2018
14405,09,Inpatient Services,ENDOCRINOLOGY,CA,5944,2018
14406,09,Inpatient Services,ENDOCRINOLOGY,F,12978,2018
14407,09,Inpatient Services,ENT,CA,6994,2018
14408,09,Inpatient Services,ADULT MEDICAL,S,17482,2018
14409,09,Inpatient Services,FAMILY PRACTICE,CA,7379,2018
14410,09,Inpatient Services,FAMILY PRACTICE,B,1555,2018
14411,09,Inpatient Services,FAMILY PRACTICE,CA,58807,2018
14412,09,Inpatient Services,FAMILY PRACTICE,F,372897,2018
14413,09,Inpatient Services,FAMILY PRACTICE,O,42479,2018
14414,09,Inpatient Services,FAMILY PRACTICE,S,2513,2018
14415,09,Inpatient Services,FAMILY PRACTICE,UN,1287,2018
14416,09,Inpatient Services,FAMILY PRACTICE,W,20203,2018
14417,09,Inpatient Services,GASTROENTEROLOGY,CA,67859,2018
14418,09,Inpatient Services,GASTROENTEROLOGY,CO,4088,2018
14419,09,Inpatient Services,GASTROENTEROLOGY,F,115114,2018
14420,09,Inpatient Services,GASTROENTEROLOGY,O,64580,2018
14421,09,Inpatient Services,GASTROENTEROLOGY,UN,10613,2018
